"","open","categories","count","long","lat","state","stars","noise","attire"
"49","TRUE","c(""Steakhouses"", ""Restaurants"")","393","-115.1611434","36.1440928","NV","4","average","dressy"
"50","TRUE","c(""Breakfast & Brunch"", ""American (Traditional)"", ""Restaurants"")","604","-115.1712276","36.1594391","NV","4","average","casual"
"51","TRUE","c(""Hotels & Travel"", ""Limos"", ""Transportation"")","357","-115.1617412","36.1491275","NV","2.5",NA,NA
"52","TRUE","c(""Hotels & Travel"", ""Tours"", ""Limos"", ""Transportation"")","343","-115.1625518","36.147817","NV","4.5",NA,NA
"53","TRUE","c(""Korean"", ""Asian Fusion"", ""Hawaiian"", ""Restaurants"")","572","-115.1938769","36.1440254","NV","4.5","average","casual"
"54","TRUE","c(""Food"", ""Donuts"")","538","-115.2042227","36.1265632","NV","4.5","quiet","casual"
"55","TRUE","c(""Seafood"", ""Chinese"", ""Restaurants"")","340","-115.203431297022","36.1259553166171","NV","3.5","average","casual"
"56","TRUE","c(""Food"", ""Coffee & Tea"", ""Taiwanese"", ""Restaurants"")","546","-115.1976","36.125964","NV","3","average","casual"
"57","TRUE","c(""Food"", ""Ice Cream & Frozen Yogurt"")","523","-115.151553874356","36.1514658645428","NV","4",NA,NA
"58","TRUE","c(""Vegetarian"", ""Thai"", ""Vegan"", ""Restaurants"")","548","-115.142594814388","36.1424875211701","NV","4","average","casual"
"59","TRUE","c(""Thai"", ""Restaurants"")","375","-115.241323","36.195393","NV","4","average","casual"
"60","TRUE","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","448","-115.252849","36.196089","NV","4.5","average","casual"
"61","TRUE","c(""Wine Bars"", ""Bars"", ""Nightlife"", ""French"", ""Restaurants"")","428","-115.2682033","36.2074847","NV","4","average","casual"
"62","TRUE","c(""Food"", ""Butcher"", ""Specialty Food"", ""Meat Shops"", ""Barbeque"", ""Restaurants"")","544","-115.2114784","36.2272068","NV","4.5","average","casual"
"63","TRUE","c(""Casinos"", ""Arts & Entertainment"", ""American (Traditional)"", ""American (New)"", ""Restaurants"")","983","-115.167874","36.0993459","NV","2.5","average","casual"
"64","TRUE","c(""Vietnamese"", ""Restaurants"")","384","-115.2188254","36.1259475","NV","3.5","average","casual"
"65","TRUE","c(""Bars"", ""American (Traditional)"", ""Nightlife"", ""Restaurants"")","656","-79.9644247","40.4622063","PA","3.5","average","casual"
"66","TRUE","c(""Korean"", ""Japanese"", ""Chinese"", ""Restaurants"")","304","-79.949084","40.4451449","PA","3","average","casual"
"67","TRUE","c(""American (New)"", ""Restaurants"")","340","-80.8566726","35.2105533","NC","4","average","casual"
"68","TRUE","c(""Latin American"", ""Mexican"", ""Restaurants"")","672","-80.8058269","35.247251","NC","3.5","average","casual"
"69","TRUE","c(""Southern"", ""Restaurants"")","307","-80.8121235","35.2197368","NC","4","average","casual"
"70","TRUE","c(""Steakhouses"", ""Restaurants"")","310","-89.38434","43.07243","WI","4","average","casual"
"71","TRUE","c(""Breakfast & Brunch"", ""Restaurants"")","362","-89.381557502937","43.07434303302","WI","4","average","casual"
"72","TRUE","c(""Soul Food"", ""Southern"", ""Restaurants"")","1074","-112.0737901","33.4355247","AZ","4","average","casual"
"73","TRUE","c(""Mexican"", ""Restaurants"")","358","-112.0830342","33.4874748","AZ","4","average","casual"
"74","TRUE","c(""Vietnamese"", ""Restaurants"")","391","-112.0999178","33.5030184","AZ","4","average","casual"
"75","TRUE","c(""Breakfast & Brunch"", ""American (Traditional)"", ""Restaurants"")","626","-111.9263679","33.5004913","AZ","3.5","average","casual"
"76","TRUE","c(""Breakfast & Brunch"", ""American (New)"", ""Cafes"", ""Restaurants"")","340","-111.92975","33.494247","AZ","4","average","casual"
"77","TRUE","c(""Hotels & Travel"", ""Event Planning & Services"", ""Hotels"")","303","-111.952428","33.5067666","AZ","4",NA,NA
"78","TRUE","c(""Food"", ""Ice Cream & Frozen Yogurt"")","375","-111.9259244","33.4937734","AZ","3.5","loud","casual"
"79","TRUE","c(""Wine Bars"", ""Bars"", ""Restaurants"", ""Nightlife"", ""Tapas/Small Plates"")","372","-111.9271745","33.4994528","AZ","4","average","dressy"
"80","TRUE","c(""American (New)"", ""Restaurants"")","611","-111.927532","33.4991931","AZ","4","average","casual"
"81","TRUE","c(""Steakhouses"", ""Bars"", ""American (Traditional)"", ""Nightlife"", ""Restaurants"")","623","-111.927080154419","33.5086952779617","AZ","4","average","casual"
"82","TRUE","c(""Thai"", ""Restaurants"")","493","-111.9277492","33.4929046","AZ","4","average","casual"
"83","TRUE","c(""Nightlife"", ""Breakfast & Brunch"", ""Mexican"", ""Bars"", ""Restaurants"")","544","-111.90851","33.486829","AZ","3.5","average","casual"
"84","TRUE","c(""American (Traditional)"", ""Steakhouses"", ""Barbeque"", ""Restaurants"")","383","-111.919938","33.501821","AZ","4","average","casual"
"85","TRUE","c(""Asian Fusion"", ""Sushi Bars"", ""Japanese"", ""Restaurants"")","330","-111.9259023","33.4919777","AZ","3","average","casual"
"86","TRUE","c(""Mexican"", ""Restaurants"")","343","-111.928805267616","33.4952592971607","AZ","3.5","average","casual"
"87","TRUE","c(""Pizza"", ""Restaurants"")","514","-111.9263957","33.4938256","AZ","4","average","casual"
"88","TRUE","c(""Seafood"", ""Restaurants"", ""Italian"")","314","-111.9258903","33.4929188","AZ","3","average","casual"
"89","TRUE","c(""American (Traditional)"", ""American (New)"", ""Restaurants"")","411","-111.9259469","33.492381","AZ","4","average","casual"
"90","TRUE","c(""Breakfast & Brunch"", ""American (New)"", ""Asian Fusion"", ""Restaurants"")","330","-111.959425516483","33.5220060835523","AZ","4","average","dressy"
"91","TRUE","c(""Mediterranean"", ""Persian/Iranian"", ""Middle Eastern"", ""Restaurants"")","422","-111.9258682","33.6412871","AZ","4","average","casual"
"92","TRUE","c(""Food"", ""Sandwiches"", ""Breweries"", ""Pizza"", ""Restaurants"")","410","-111.9279622","33.4655863","AZ","4","average","casual"
"93","TRUE","c(""Seafood"", ""Restaurants"")","301","-111.909405","33.454286","AZ","3.5","average","casual"
"94","TRUE","c(""Delis"", ""Restaurants"", ""Sandwiches"", ""Italian"")","744","-111.927001","33.4743712","AZ","4.5","average","casual"
"95","TRUE","c(""Bars"", ""Food"", ""Breweries"", ""Pubs"", ""Nightlife"", ""American (New)"", ""Restaurants"")","1551","-111.916097","33.419568","AZ","4.5","loud","casual"
"96","TRUE","c(""Gluten-Free"", ""Ethiopian"", ""Vegan"", ""Restaurants"")","318","-111.95161488531","33.421336071135","AZ","4","average","casual"
"97","TRUE","c(""Burgers"", ""Breakfast & Brunch"", ""American (Traditional)"", ""Restaurants"")","332","-111.9531274","33.4215877","AZ","4","average","casual"
"98","TRUE","c(""Italian"", ""Pizza"", ""Restaurants"")","405","-111.9466751753","33.421617342644","AZ","4","average","casual"
"99","TRUE","c(""Pubs"", ""Bars"", ""Nightlife"", ""Irish"", ""Restaurants"")","386","-111.939806","33.426355","AZ","3.5","average","casual"
"100","TRUE","c(""Vegetarian"", ""Gluten-Free"", ""Vegan"", ""Restaurants"")","817","-111.927165985107","33.4537869019623","AZ","4.5","average","casual"
"101","TRUE","c(""Middle Eastern"", ""Restaurants"")","530","-111.9134509","33.4142731","AZ","4.5","average","casual"
"102","TRUE","c(""Italian"", ""Pizza"", ""Gluten-Free"", ""Restaurants"")","390","-111.89997","33.4276","AZ","4.5","average","casual"
"103","TRUE","c(""American (New)"", ""Restaurants"")","586","-111.9374375","33.4235148","AZ","4","average","casual"
"104","TRUE","c(""Burgers"", ""Restaurants"")","443","-111.936309","33.422317","AZ","4","average","casual"
"105","TRUE","c(""Italian"", ""American (New)"", ""Breakfast & Brunch"", ""Restaurants"")","404","-111.940428","33.426651","AZ","3.5","average","casual"
"106","TRUE","c(""Bars"", ""Seafood"", ""Irish"", ""Pubs"", ""Nightlife"", ""Restaurants"")","553","-111.943306","33.421269","AZ","4","average","casual"
"107","TRUE","c(""Hotels & Travel"", ""Airports"")","2531","-115.15112","36.086338","NV","3.5",NA,NA
"108","TRUE","c(""Hotels & Travel"", ""Airlines"", ""Transportation"")","417","-115.146394884495","36.08130249796","NV","3.5",NA,NA
"109","TRUE","c(""Hawaiian"", ""Restaurants"")","477","-115.1447421","36.1729495","NV","4","average","casual"
"110","TRUE","c(""Steakhouses"", ""Seafood"", ""American (Traditional)"", ""Restaurants"")","516","-115.142535036121","36.1695017334781","NV","4.5","average","dressy"
"111","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","391","-115.1387114","36.1692159","NV","3",NA,NA
"112","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","1258","-115.1447934","36.1700166","NV","3.5","average","casual"
"113","TRUE","c(""Shopping"", ""Pawn Shops"")","568","-115.1452758","36.1615994","NV","3",NA,NA
"114","TRUE","c(""Buffets"", ""Restaurants"")","330","-115.145109871841","36.1740973156079","NV","3.5","average","casual"
"115","TRUE","c(""Museums"", ""Arts & Entertainment"")","420","-115.1356754","36.1769816","NV","4.5",NA,NA
"116","TRUE","c(""Thai"", ""Vegetarian"", ""Chinese"", ""Restaurants"")","338","-115.1904588","36.1261484","NV","3.5","average","casual"
"117","TRUE","c(""Nightlife"", ""Breakfast & Brunch"", ""Irish Pub"", ""Bars"", ""Restaurants"")","302","-115.2044461","36.1016356","NV","4","average","casual"
"118","TRUE","c(""Mexican"", ""Restaurants"")","359","-115.2088623","36.1221908","NV","4","average","casual"
"119","TRUE","c(""Seafood"", ""Cantonese"", ""Dim Sum"", ""Chinese"", ""Restaurants"")","423","-115.20764","36.105081","NV","3.5","loud","casual"
"120","TRUE","c(""Wine Bars"", ""Bars"", ""Restaurants"", ""Nightlife"", ""Italian"")","503","-115.151258","36.109129","NV","4","average","dressy"
"121","TRUE","c(""Restaurants"", ""Pizza"", ""Italian"")","710","-115.223423651324","36.1152966398155","NV","4","average","casual"
"122","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","336","-115.1929046","36.1166353","NV","3",NA,NA
"123","TRUE","c(""Breakfast & Brunch"", ""American (Traditional)"", ""Diners"", ""Restaurants"")","661","-115.227458260059","36.1002814147651","NV","4","average","casual"
"124","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","1397","-115.186484","36.118699","NV","3","average","casual"
"125","TRUE","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","343","-115.20845875971","36.118631992061","NV","3.5","average","casual"
"126","TRUE","c(""French"", ""Restaurants"")","330","-115.194960397099","36.1146846850202","NV","4","quiet","dressy"
"127","TRUE","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","376","-115.2089924","36.0994204","NV","4","average","casual"
"128","TRUE","c(""Bars"", ""American (New)"", ""Restaurants"", ""Sports Bars"", ""Nightlife"")","325","-115.223261776538","36.1759036894188","NV","4","average","casual"
"129","TRUE","c(""Cheesesteaks"", ""Sandwiches"", ""Restaurants"")","376","-115.205674","36.166261","NV","3.5","average","casual"
"130","TRUE","c(""Arts & Entertainment"", ""Resorts"", ""Casinos"", ""Event Planning & Services"", ""Hotels & Travel"", ""Hotels"")","1798","-115.174725631496","36.0987324905397","NV","2.5",NA,"casual"
"131","TRUE","c(""Museums"", ""Arts & Entertainment"")","366","-115.171191370184","36.1212197187798","NV","4",NA,NA
"132","TRUE","c(""Bars"", ""Nightlife"")","565","-115.171564","36.102621","NV","4.5","average",NA
"133","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","877","-115.171309338547","36.1192802485138","NV","2.5",NA,NA
"134","TRUE","c(""American (New)"", ""Restaurants"")","850","-115.173411369324","36.1182729219375","NV","4","average","casual"
"135","TRUE","c(""Mexican"", ""Restaurants"")","408","-115.169292346839","36.1223238090569","NV","3.5","average","casual"
"136","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","1390","-115.163628454673","36.1369784222707","NV","2.5","very_loud","casual"
"137","TRUE","c(""Seafood"", ""Bars"", ""Caribbean"", ""Nightlife"", ""Restaurants"")","461","-115.15471958102","36.1151230695324","NV","4","average","casual"
"138","TRUE","c(""Restaurants"", ""Italian"")","629","-115.1679198","36.115471","NV","3.5","average","casual"
"139","TRUE","c(""Restaurants"", ""Italian"")","418","-115.169651","36.121176","NV","3.5","average","casual"
"140","TRUE","c(""Arts & Entertainment"", ""Resorts"", ""Casinos"", ""Event Planning & Services"", ""Hotels & Travel"", ""Hotels"")","1897","-115.165905","36.127684","NV","4","quiet",NA
"141","TRUE","c(""Arts & Entertainment"", ""American (Traditional)"", ""Food"", ""Breweries"", ""Casinos"", ""Restaurants"")","1528","-115.1634847","36.1130255","NV","4","average","casual"
"142","TRUE","c(""Burgers"", ""American (Traditional)"", ""Fast Food"", ""Restaurants"")","489","-115.1724964","36.1052677","NV","3.5","average","casual"
"143","TRUE","c(""Food"", ""Specialty Food"", ""Candy Stores"", ""Chocolatiers & Shops"")","563","-115.172529592526","36.1018500247826","NV","3.5",NA,NA
"144","TRUE","c(""Nightlife"", ""Dance Clubs"")","339","-115.17178","36.115018","NV","3.5","very_loud","dressy"
"145","TRUE","c(""Sushi Bars"", ""Asian Fusion"", ""Chinese"", ""Restaurants"")","350","-115.1735161","36.1030009","NV","3.5","average","casual"
"146","TRUE","c(""Steakhouses"", ""Restaurants"")","728","-115.17424646191","36.102515180567","NV","4","average","casual"
"147","TRUE","c(""Mexican"", ""Restaurants"")","335","-115.1735187","36.1030101","NV","3.5","average","casual"
"148","TRUE","c(""Steakhouses"", ""Restaurants"")","406","-115.164611","36.137041","NV","4","average","casual"
"149","TRUE","c(""Steakhouses"", ""Restaurants"")","1007","-115.1553873","36.1179324","NV","4.5","average","dressy"
"150","TRUE","c(""Indian"", ""Restaurants"")","532","-115.151852","36.121237","NV","4","average","casual"
"151","TRUE","c(""Adult Entertainment"", ""Nightlife"")","383","-115.171386717197","36.135097644003","NV","2.5","very_loud",NA
"152","TRUE","c(""Hotels & Travel"", ""Event Planning & Services"", ""Hotels"")","449","-115.165553","36.115231","NV","3","quiet","casual"
"153","TRUE","c(""Steakhouses"", ""Restaurants"")","687","-115.1597903","36.1151617","NV","4.5","average","dressy"
"154","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","431","-115.1600873","36.1133965","NV","3.5",NA,NA
"155","TRUE","c(""Steakhouses"", ""French"", ""Restaurants"")","1070","-115.174189275928","36.1104848411617","NV","4","average","dressy"
"156","TRUE","c(""Food"", ""American (New)"", ""Breweries"", ""Restaurants"")","315","-115.2980652","36.1474961","NV","3.5","average","casual"
"157","TRUE","c(""Greek"", ""Mediterranean"", ""Middle Eastern"", ""Restaurants"")","340","-115.2739605","36.1447995","NV","3.5","average","casual"
"158","TRUE","c(""Tapas/Small Plates"", ""Breakfast & Brunch"", ""Mexican"", ""Restaurants"")","1003","-115.175814183117","36.0899498632646","NV","4","average","casual"
"159","TRUE","c(""Seafood"", ""Restaurants"")","384","-115.1497355","36.11511815","NV","4.5","average","dressy"
"160","TRUE","c(""Sushi Bars"", ""Restaurants"")","1312","-115.135005832649","36.115499546121","NV","4","average","casual"
"161","TRUE","c(""Breakfast & Brunch"", ""Diners"", ""Restaurants"")","369","-115.1327808","36.1142203","NV","4","average","casual"
"162","TRUE","c(""Greek"", ""Vegetarian"", ""Mediterranean"", ""Restaurants"")","401","-115.1383819","36.1136516","NV","4","average","casual"
"163","TRUE","c(""Asian Fusion"", ""Sushi Bars"", ""Japanese"", ""Restaurants"")","392","-115.177971954296","36.067535799481","NV","3.5","average","casual"
"164","TRUE","c(""Pubs"", ""Bars"", ""Nightlife"", ""British"", ""Restaurants"")","313","-115.134574","36.101467","NV","3.5","average","casual"
"165","TRUE","c(""Restaurants"", ""Italian"")","347","-115.175303","36.092078","NV","3.5","average","dressy"
"166","TRUE","c(""Indian"", ""Restaurants"")","657","-115.147404670715","36.1148754728254","NV","4","average","casual"
"167","TRUE","c(""Restaurants"", ""American (New)"", ""Italian"")","439","-115.1116708","36.1003826","NV","4.5","average","casual"
"168","TRUE","c(""Mexican"", ""Restaurants"")","628","-115.1135114","36.1293621","NV","4","average","casual"
"169","TRUE","c(""Seafood"", ""Mexican"", ""Restaurants"")","516","-115.1538305","36.157156","NV","3.5","average","casual"
"170","TRUE","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","757","-115.1360923","36.0119107","NV","4","average","casual"
"171","TRUE","c(""Restaurants"", ""Italian"")","455","-115.171539306641","36.0489921569824","NV","4","average","casual"
"172","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","324","-115.1833103","36.0412834","NV","3.5",NA,"casual"
"173","TRUE","c(""Breakfast & Brunch"", ""American (Traditional)"", ""American (New)"", ""Restaurants"")","487","-115.245078","36.159706","NV","4","average","casual"
"174","TRUE","c(""Steakhouses"", ""Sushi Bars"", ""Japanese"", ""Restaurants"")","372","-115.261435","36.112983","NV","3.5","average","casual"
"175","TRUE","c(""Breakfast & Brunch"", ""Restaurants"")","340","-79.9837292","40.4515311","PA","4","loud","casual"
"176","TRUE","c(""Bars"", ""Caribbean"", ""Nightlife"", ""Restaurants"")","379","-79.984218","40.4516553","PA","4","average","casual"
"177","TRUE","c(""Italian"", ""Pizza"", ""Sandwiches"", ""Restaurants"")","1613","-112.0656345","33.4491602","AZ","4","average","casual"
"178","TRUE","c(""Wine Bars"", ""Bars"", ""Steakhouses"", ""Nightlife"", ""Restaurants"")","554","-112.0733968","33.477222","AZ","4","average","dressy"
"179","TRUE","c(""Arts & Entertainment"", ""Stadiums & Arenas"")","423","-112.0674961","33.4453626","AZ","4",NA,NA
"180","TRUE","c(""Cafes"", ""Mexican"", ""Restaurants"")","824","-112.0479163","33.4789315","AZ","4","average","casual"
"181","TRUE","c(""Food"", ""Bakeries"", ""Coffee & Tea"", ""American (New)"", ""Restaurants"")","1302","-112.0738985","33.500202","AZ","4.5","loud","casual"
"182","TRUE","c(""Women's Clothing"", ""Department Stores"", ""Fashion"", ""Shopping"", ""Shoe Stores"")","359","-112.0421428","33.5076201","AZ","3.5",NA,NA
"183","TRUE","c(""Steakhouses"", ""Sushi Bars"", ""Japanese"", ""Restaurants"")","407","-111.9263137","33.6164728","AZ","3.5","average","casual"
"184","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","1151","-115.155556595598","36.147420166947","NV","3",NA,NA
"185","TRUE","c(""Thai"", ""Restaurants"")","2818","-115.142893325557","36.1433456846259","NV","4","average","casual"
"186","TRUE","c(""Bars"", ""American (Traditional)"", ""Cocktail Bars"", ""Nightlife"", ""Lounges"", ""Restaurants"")","476","-115.176156283356","36.0927885119438","NV","4","average","casual"
"187","TRUE","c(""Seafood"", ""American (New)"", ""Restaurants"")","718","-115.169191","36.105982","NV","3.5","average","casual"
"188","TRUE","c(""Bars"", ""American (Traditional)"", ""Nightlife"", ""Restaurants"")","2166","-115.176247","36.092875","NV","4","average","casual"
"189","TRUE","c(""Magicians"", ""Event Planning & Services"")","467","-115.1869771","36.1153362","NV","4",NA,NA
"190","TRUE","c(""Southern"", ""Restaurants"")","2442","-115.171051025391","36.1259513086876","NV","4","average","casual"
"191","TRUE","c(""American (Traditional)"", ""Restaurants"")","484","-79.9801694","40.4288765","PA","4","loud","casual"
"192","TRUE","c(""Nightlife"", ""Bars"", ""Sandwiches"", ""Restaurants"")","813","-79.9855384","40.4507422","PA","3.5","loud","casual"
"193","TRUE","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","330","-80.852998","35.198027","NC","3.5","loud","casual"
"194","TRUE","c(""Pubs"", ""Burgers"", ""Bars"", ""Nightlife"", ""Restaurants"")","318","-89.395561","43.0728191","WI","4","average","casual"
"195","TRUE","c(""Burgers"", ""American (New)"", ""Restaurants"")","359","-89.3643164634705","43.0832527244811","WI","4","average","casual"
"196","TRUE","c(""Bars"", ""American (Traditional)"", ""Nightlife"", ""Lounges"", ""Restaurants"")","490","-111.922925339142","33.4927510538645","AZ","4","average","casual"
"197","TRUE","c(""Italian"", ""Pizza"", ""Restaurants"")","387","-111.9266653","33.4833171","AZ","4","average","casual"
"198","TRUE","c(""Shopping Centers"", ""Shopping"", ""Outlet Stores"")","359","-111.9294198","33.5028371","AZ","4",NA,NA
"199","TRUE","c(""Hotels & Travel"", ""Arts & Entertainment"", ""Casinos"", ""Event Planning & Services"", ""Hotels"")","652","-115.201984","36.1027192","NV","3.5","average","casual"
"200","TRUE","c(""Arts & Entertainment"", ""Resorts"", ""Casinos"", ""Event Planning & Services"", ""Hotels & Travel"", ""Hotels"")","912","-115.195282","36.114442","NV","3",NA,"casual"
